plantId,commonName,botanicalName,category,poolScore,poolLevel,slopeScore,slopeLevel,flowerBedScore,hedgeScore,grassScore,messiness,evergreenPresence,beeDraw,petKidCaution,colorType,welGardens,allStar,notes
634,Rose 'Fragrant Plum',"Rosa, grandiflora 'Fragrant Plum'",ROSES,0,poor,0,poor,20,20,20,high,seasonal/deciduous,medium-high,caution,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
635,Rose 'Full Sail',"Rosa, Hybrid Tea 'Full Sail'",ROSES,0,poor,20,poor,20,20,20,high,seasonal/deciduous,medium-high,caution,flower color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
636,Rose 'Gingersnap',,ROSES,0,poor,0,poor,20,20,20,high,seasonal/deciduous,medium-high,caution,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
637,Good as Gold&#8482; Rose,"Rosa, Hybrid Tea 'Good as Gold'",ROSES,0,poor,20,poor,20,20,20,high,seasonal/deciduous,medium-high,caution,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
638,Rose 'Heirloom',"Rosa, Hybrid Tea 'Heirloom'",ROSES,0,poor,20,poor,20,20,20,high,seasonal/deciduous,medium-high,caution,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
639,Rose 'Henry Fonda',"Rosa, Hybrid Tea 'Henry Fonda'",ROSES,0,poor,20,poor,20,20,20,high,seasonal/deciduous,medium-high,caution,flower color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
640,Rose 'Ingrid Bergman',"Rosa, Hybrid Tea 'Ingrid Bergman'",ROSES,0,poor,20,poor,20,20,20,high,seasonal/deciduous,medium-high,caution,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
641,Rose 'Judy Garland',"Rosa, Floribunda 'Judy Garland'",ROSES,0,poor,0,poor,20,20,20,high,seasonal/deciduous,medium-high,caution,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
642,Rose 'Julia Child',"Rosa, Floribunda 'Julia Child'",ROSES,0,poor,20,poor,20,20,20,high,seasonal/deciduous,medium-high,caution,flower color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
643,Rose 'Just Joey',"Rosa, Hybrid Tea 'Just Joey'",ROSES,0,poor,0,poor,20,20,20,high,seasonal/deciduous,medium-high,caution,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
644,Ketchup & Mustard&#8482; Rose,,ROSES,0,poor,20,poor,20,20,20,high,seasonal/deciduous,medium-high,caution,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
645,Legends&#8482; Rose,"Rosa, Hybrid Tea, 'Legends'",ROSES,0,poor,20,poor,20,20,20,high,seasonal/deciduous,medium-high,caution,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
646,Rose 'Martha Stewart',"Rosa, Hybrid Tea 'Martha Stewart'",ROSES,0,poor,0,poor,20,20,20,high,seasonal/deciduous,medium-high,caution,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
647,Rose 'Mister Lincoln',"Rosa, Hybrid Tea 'Mr. Lincoln'",ROSES,0,poor,20,poor,20,20,20,high,seasonal/deciduous,medium-high,caution,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
648,Rose 'Neil Diamond',"Rosa, Hybrid Tea 'Neil Diamond'",ROSES,0,poor,20,poor,20,20,20,high,seasonal/deciduous,medium-high,caution,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
649,Rose 'Oklahoma',"Rosa, Hybrid Tea 'Oklahoma'",ROSES,0,poor,0,poor,20,20,20,high,seasonal/deciduous,medium-high,caution,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
650,Rose 'Peace',"Rosa, Hybrid Tea 'Peace'",ROSES,0,poor,0,poor,20,20,20,high,seasonal/deciduous,medium-high,caution,flower color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
651,Rose 'Perfect Moment',"Rosa, Hybrid Tea 'Perfect Moment'",ROSES,0,poor,0,poor,20,20,20,high,seasonal/deciduous,medium-high,caution,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
652,Rose 'Perfume Delight',"Rosa, Hybrid Tea 'Perfume Delight'",ROSES,0,poor,20,poor,20,20,20,high,seasonal/deciduous,medium-high,caution,flower color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
653,Rose 'Pink Peace',"Rosa, Hybrid Tea 'Pink Peace'",ROSES,0,poor,0,poor,20,20,20,high,seasonal/deciduous,medium-high,caution,flower color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
654,Princess Charlene de Monaco® Rose,"Rosa, Hybrid Tea 'Princess Charlene de Monaco'",ROSES,0,poor,20,poor,20,20,20,high,seasonal/deciduous,medium-high,caution,flower color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
655,Rose 'Queen Elizabeth',"Rosa, Grandiflora 'Queen Elizabeth'",ROSES,0,poor,0,poor,20,20,20,high,seasonal/deciduous,medium-high,caution,flower color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
656,Rose 'Rio Samba',"Rosa, Hybrid Tea 'Rio Samba'",ROSES,0,poor,0,poor,20,20,20,high,seasonal/deciduous,medium-high,caution,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
657,Rose 'Sheila's Perfume',"Rosa, Floribunda 'Sheila's Perfume'",ROSES,0,poor,20,poor,20,20,20,high,seasonal/deciduous,medium-high,caution,flower color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
658,Rose 'Sterling Silver',"Rosa, Hybrid Tea 'Sterling Silver'",ROSES,0,poor,20,poor,20,20,20,high,seasonal/deciduous,medium-high,caution,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
659,Strike it Rich® Rose,"Rosa, Grandiflora 'Strike it Rich'",ROSES,0,poor,20,poor,20,20,20,high,seasonal/deciduous,medium-high,caution,flower color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
660,Sugar Moon&#8482; Rose,"Rosa, Hybrid Tea 'Sugar Moon'",ROSES,0,poor,20,poor,20,20,20,high,seasonal/deciduous,medium-high,caution,flower color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
661,Rose 'Sunsprite',,ROSES,0,poor,20,poor,20,20,20,high,seasonal/deciduous,medium-high,caution,flower color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
662,Rose 'Sweet Mademoiselle',"Rosa, Hybrid Tea 'Sweet Mademoiselle'",ROSES,0,poor,20,poor,20,20,20,high,seasonal/deciduous,medium-high,caution,flower color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
663,Stainless Steel&#8482; Rose,"Rosa, Hybrid Tea 'Stainless Steel'",ROSES,0,poor,20,poor,20,20,20,high,seasonal/deciduous,medium-high,caution,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
664,Stiletto&#8482; Rose,"Rose, Hybrid Tea 'Stiletto'",ROSES,0,poor,20,poor,20,20,20,high,seasonal/deciduous,medium-high,caution,flower color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
665,Sunbelt® South Africa® Rose,"Rosa, Floribunda 'Sunbelt South Africa'",ROSES,0,poor,0,poor,20,20,20,high,seasonal/deciduous,medium-high,caution,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
666,Vavoom&#8482; Rose,,ROSES,0,poor,0,poor,20,20,20,high,seasonal/deciduous,medium-high,caution,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
667,Abelia 'Kaleidoscope',Abelia x grandiflora 'Kaleidoscope',SHRUBS,25,poor,0,poor,62,25,20,medium,evergreen/everpresent,medium,normal,foliage color,,,
668,Acacia,Acacia cognata 'Cousin Itt',SHRUBS,100,excellent,56,usable,20,20,20,low,evergreen/everpresent,low,normal,mostly green/texture,Welcome garden,,Matched local Sacramento County UC Master Gardener WEL source.
669,African Iris,Dietes iridioides,SHRUBS,62,usable,44,accent,62,84,20,low,evergreen/everpresent,medium,normal,foliage color,,,
670,Lily of the Nile 'Peter Pan',Agapanthus x 'Peter Pan',SHRUBS,42,accent,76,good,62,20,20,medium,seasonal/deciduous,medium,normal,foliage color,,,
671,Agave 'Blue Flame',Agave 'Blue Flame',SHRUBS,62,usable,24,poor,20,20,20,medium,evergreen/everpresent,medium-high,normal,foliage color,,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals. | Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
672,Agave 'Blue Glow',Agave 'Blue Glow',SHRUBS,62,usable,24,poor,20,20,20,medium,evergreen/everpresent,medium-high,normal,foliage color,,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals. | Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
673,Agave 'Blue Glow' | Monrovia,Agave Assorted,SHRUBS,62,usable,24,poor,20,20,20,medium,evergreen/everpresent,medium-high,normal,foliage color,,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals. | Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
674,Arabian Jasmine,Jasminum sambac,SHRUBS,30,poor,0,poor,20,20,20,medium,evergreen/everpresent,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
675,Arabian Jasmine 'Summer Soul' | Monrovia,Jasminum sambac 'Summer Soul',SHRUBS,30,poor,0,poor,20,20,20,medium,evergreen/everpresent,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
676,Foxtail Asparagus Fern,Asparagus densiflorus 'Meyeri',SHRUBS,48,accent,32,poor,62,20,20,low,semi-evergreen/uncertain,medium,normal,flower color,,,
677,Australian Tree Fern,Cyathea cooperi,SHRUBS,74,good,0,poor,20,20,20,low,evergreen/everpresent,low,normal,mostly green/texture,,,
678,Autumn Fern,Dryopteris erythrosora,SHRUBS,72,good,76,good,20,20,20,low,semi-evergreen/uncertain,low,normal,mostly green/texture,,,
679,Azalea 'Alaska',Azalea rutherfordiana 'Alaska',SHRUBS,62,usable,20,poor,20,20,20,low,evergreen/everpresent,medium,normal,foliage color,,,
680,Azalea 'Cherry Drops',Azalea x 'Cherry Drops',SHRUBS,45,accent,64,usable,62,20,20,high,evergreen/everpresent,medium,normal,foliage color,,,
681,Azalea 'Coral Bells',Azalea kurume 'Coral Bells',SHRUBS,62,usable,64,usable,62,20,20,low,evergreen/everpresent,medium,normal,foliage color,,,
682,Azalea 'Green Glow',Azalea 'Green Glow',SHRUBS,62,usable,64,usable,20,20,20,low,evergreen/everpresent,medium,normal,foliage color,,,
683,Azalea 'Gumpo Pink',Azalea satsuki 'Gumpo Pink',SHRUBS,62,usable,32,poor,62,20,20,low,evergreen/everpresent,medium,normal,foliage color,,,
684,Azalea 'Gumpo White',Azalea satsuki 'Gumpo White',SHRUBS,62,usable,32,poor,62,20,20,low,evergreen/everpresent,medium,normal,foliage color,,,
685,Azalea 'Happy Days',Azalea indica 'Happy Days',SHRUBS,62,usable,64,usable,20,20,20,low,evergreen/everpresent,medium,normal,foliage color,,,
686,Azalea 'Haru No Hibiki',Azalea 'Haru No Hibiki',SHRUBS,62,usable,64,usable,62,20,20,low,evergreen/everpresent,medium,normal,foliage color,,,
687,Azalea 'Hino Crimson',Azalea kurume 'Hino Crimson',SHRUBS,62,usable,20,poor,62,20,20,low,evergreen/everpresent,medium,normal,foliage color,,,
688,Azalea 'Girard's Hot Shot',Azalea 'Girard's Hot Shot',SHRUBS,25,poor,0,poor,62,20,20,high,evergreen/everpresent,medium,normal,foliage color,,,
689,Azalea 'Memoir John Hearrens',Azalea b.i. 'Memoir John Hearrens',SHRUBS,62,usable,20,poor,62,20,20,low,evergreen/everpresent,medium,normal,foliage color,,,
690,Azalea 'Orange Delight',Azalea 'Orange Delight',SHRUBS,25,poor,0,poor,62,25,20,high,evergreen/everpresent,medium,normal,foliage color,,,
691,Azalea 'Phoenicia/Formosa',"Azalea s.i. 'Phoenicia', 'Formosa'",SHRUBS,62,usable,42,accent,20,20,20,low,evergreen/everpresent,medium,normal,foliage color,,,
692,Azalea 'Pink Lace',Azalea s.i. 'White Lace',SHRUBS,62,usable,64,usable,62,20,20,low,evergreen/everpresent,medium,normal,foliage color,,,
693,Azalea 'Pride of Dorking',Azalea s.i. 'Pride of Dorking',SHRUBS,62,usable,64,usable,20,20,20,low,evergreen/everpresent,medium,normal,foliage color,,,
694,Azalea 'Red Bird',Azalea b.i. 'Red Bird',SHRUBS,62,usable,20,poor,62,20,20,low,evergreen/everpresent,medium,normal,foliage color,,,
695,Azalea 'Sherwood Orchid',Azalea kurume 'Sherwood Orchid',SHRUBS,62,usable,20,poor,62,84,20,medium,evergreen/everpresent,medium,normal,foliage color,,,
696,Azalea 'Sherwood Pink',Azalea kurume 'Sherwood Pink',SHRUBS,62,usable,20,poor,62,84,20,low,evergreen/everpresent,medium,normal,foliage color,,,
697,Azalea 'Ward's Ruby',Azalea kurume 'Ward's Ruby',SHRUBS,62,usable,64,usable,62,20,20,low,evergreen/everpresent,medium,normal,foliage color,,,
698,Azalea 'White Lace',Azalea s.i. 'White Lace',SHRUBS,62,usable,64,usable,62,20,20,low,evergreen/everpresent,medium,normal,foliage color,,,
699,Bamboo 'Alphonse Karr',Bambusa multiplex 'Alphonse Karr',SHRUBS,30,poor,0,poor,20,20,20,low,evergreen/everpresent,low,normal,mostly green/texture,,,
700,Bamboo 'Golden Goddess',Bambusa multiplex 'Golden Goddess',SHRUBS,30,poor,0,poor,20,20,20,low,evergreen/everpresent,low,normal,foliage color,,,
701,Barberry 'Admiration',Berberis thunbergii 'Admiration',SHRUBS,0,poor,0,poor,20,25,20,high,seasonal/deciduous,low,caution,foliage color,,,
702,Barberry 'Crimson Pygmy',Berberis thunbergii 'Crimson Pygmy',SHRUBS,0,poor,0,poor,20,25,20,high,seasonal/deciduous,low,caution,foliage color,,,
703,Golden Ruby® Barberry | Monrovia,Berberis thunbergii 'Goruzam',SHRUBS,0,poor,0,poor,20,25,20,high,seasonal/deciduous,medium,caution,foliage color,,,
704,Barberry 'Orange Rocket',Berberis thunbergii 'Orange Rocket',SHRUBS,0,poor,0,poor,20,25,20,high,seasonal/deciduous,medium,caution,foliage color,,,
705,Barberry 'Rose Glow',Berberis thunbergii 'Rose Glow',SHRUBS,0,poor,20,poor,20,84,20,high,seasonal/deciduous,medium-high,caution,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
706,Beach Ball™ Black Stem Pittosporum,Pittosporum tenuifolium 'Beach Ball',SHRUBS,100,excellent,20,poor,20,84,20,low,evergreen/everpresent,low,normal,foliage color,,,
707,Bells of Fire&#8482; Tecoma,Tecoma stans 'Bells of Fire',SHRUBS,0,poor,0,poor,20,20,20,high,semi-evergreen/uncertain,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
708,Big Leaf Philodendron,Philodendron selloum,SHRUBS,98,excellent,30,poor,20,20,20,low,evergreen/everpresent,low,normal,foliage color,,,
709,Bird of Paradise,Strelitzia reginae,SHRUBS,0,poor,0,poor,20,20,20,high,semi-evergreen/uncertain,medium,normal,foliage color,,,
710,Black Bamboo,Phyllostachys nigra,SHRUBS,30,poor,0,poor,20,20,20,low,evergreen/everpresent,low,normal,foliage color,,,
711,Black Stem Pittosporum,Pittosporum tenuifolium,SHRUBS,98,excellent,0,poor,20,20,20,low,evergreen/everpresent,low,normal,foliage color,,,
712,Black Stem Pittosporum 'Elfin',Pittosporum tenuifolium 'Elfin',SHRUBS,100,excellent,20,poor,20,84,20,low,evergreen/everpresent,low,normal,foliage color,,,
713,Black Stem Pittosporum 'Golf Ball' | Monrovia,Pittosporum tenuifolium 'Golf Ball',SHRUBS,100,excellent,20,poor,20,84,20,low,evergreen/everpresent,low,normal,foliage color,,,
714,Irish Fortune&#8482; Black Stem Pittosporum,Pittosporum tenuifolium 'Irish Fortune',SHRUBS,100,excellent,0,poor,20,84,20,low,evergreen/everpresent,low,normal,foliage color,,,
715,Black Stem Pittosporum 'Marjorie Channon',Pittosporum tenuifolium 'Marjorie Channon',SHRUBS,62,usable,0,poor,20,84,20,low,evergreen/everpresent,medium,normal,foliage color,,,
716,"Blackberry Assorted 4"" Sleeve",Dave Wilson Nursery®,SHRUBS,0,poor,0,poor,62,20,20,high,seasonal/deciduous,medium,normal,foliage color,,,
717,Baby Cakes® Blackberry | Monrovia,Rubus x 'Baby Cakes',SHRUBS,0,poor,0,poor,62,20,20,high,seasonal/deciduous,medium,normal,foliage color,,,
718,Bloomerang® Dark Purple Reblooming Lilac,Syringa x 'Bloomerang Dark Purple',SHRUBS,0,poor,20,poor,20,84,20,high,seasonal/deciduous,medium,normal,foliage color,,,
719,Blue Enchantress® Hydrangea | Monrovia,Hydrangea macrophylla 'Monmar',SHRUBS,34,poor,20,poor,62,20,20,medium,seasonal/deciduous,medium,normal,foliage color,,,
720,"Blueberry Assorted 4"" Sleeve",Dave Wilson Nursery®,SHRUBS,0,poor,0,poor,20,25,20,high,seasonal/deciduous,medium,normal,foliage color,,,
721,Bountiful Blue® Blueberry | Monrovia,Vaccinium corymbosum 'Bountiful Blue',SHRUBS,25,poor,0,poor,62,25,20,high,evergreen/everpresent,medium,normal,foliage color,,,
722,Blueberry 'Jubilee',Vaccinium corymbosum 'Jubilee',SHRUBS,25,poor,0,poor,20,25,20,high,evergreen/everpresent,medium,normal,foliage color,,,
723,Blueberry 'Misty',Vaccinium corymbosum 'Misty',SHRUBS,25,poor,0,poor,20,25,20,high,evergreen/everpresent,medium,normal,foliage color,,,
724,Blueberry 'O'Neal',Vaccinium corymbosum 'O'Neal',SHRUBS,0,poor,0,poor,20,25,20,high,seasonal/deciduous,medium,normal,foliage color,,,
725,Blueberry 'Sharpblue',Vaccinium corymbosum 'Sharpblue',SHRUBS,25,poor,0,poor,20,25,20,high,evergreen/everpresent,medium,normal,foliage color,,,
726,Blueberry 'Southmoon',Vaccinium corymbosum 'Southmoon',SHRUBS,0,poor,0,poor,20,25,20,high,seasonal/deciduous,medium,normal,foliage color,,,
727,Blueberry 'Spartan',Vaccinium corymbosum 'Spartan',SHRUBS,0,poor,0,poor,20,25,20,high,seasonal/deciduous,medium,normal,foliage color,,,
728,Blueberry 'Sunshine Blue',Vaccinium corymbosum 'Sunshine Blue',SHRUBS,25,poor,0,poor,62,25,20,high,evergreen/everpresent,medium,normal,foliage color,,,
729,Bottlebrush 'Little John',Callistemon citrinus 'Little John',SHRUBS,62,usable,64,usable,62,84,90,medium,evergreen/everpresent,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
730,Boxleaf Euonymus,Euonymus japonicus 'Microphyllus',SHRUBS,98,excellent,46,accent,20,84,20,low,evergreen/everpresent,low,normal,mostly green/texture,,,
731,Boxwood 'Green Mountain' Cone Topiary,Buxus x 'Green Mountain',SHRUBS,100,excellent,20,poor,20,84,20,low,evergreen/everpresent,low,normal,mostly green/texture,,,
732,Boxwood 'Green Mountain' Spiral Topiary,Buxus x 'Green Mountain',SHRUBS,100,excellent,20,poor,20,84,20,low,evergreen/everpresent,low,normal,mostly green/texture,,,
733,"Boysenberry Assorted 4"" Sleeve",Dave Wilson Nursery®,SHRUBS,0,poor,100,excellent,62,20,20,high,seasonal/deciduous,medium,normal,flower color,,,
734,Breath Of Heaven,Coleonema pulchellum,SHRUBS,62,usable,20,poor,62,84,20,low,evergreen/everpresent,medium,normal,flower color,,,
735,Bush Anemone 'Elizabeth',Carpenteria californica 'Elizabeth',SHRUBS,46,accent,44,accent,20,84,20,medium,evergreen/everpresent,medium-high,normal,flower color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
736,Bush Morning Glory,Convolvulus cneorum,SHRUBS,62,usable,92,excellent,62,20,20,low,evergreen/everpresent,medium,normal,flower color,,,
737,Butterfly Bush Buzz&#8482; Lavender,Buddleja davidii 'Buzz Lavender',SHRUBS,0,poor,20,poor,62,20,20,high,seasonal/deciduous,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
738,Butterfly Bush Buzz&#8482; Magenta,Buddleja davidii 'Buzz Magenta',SHRUBS,0,poor,20,poor,62,20,20,high,seasonal/deciduous,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
739,Butterfly Bush Buzz&#8482; Midnight,Buddleja davidii 'Buzz Midnight',SHRUBS,0,poor,20,poor,62,20,20,high,seasonal/deciduous,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
740,Butterfly Bush Buzz&#8482; Sky Blue,Buddleja davidii 'Buzz Sky Blue',SHRUBS,0,poor,20,poor,62,20,20,high,seasonal/deciduous,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
741,Butterfly Bush Buzz&#8482; Velvet,Buddleja davidii 'Buzz Vevlet',SHRUBS,0,poor,20,poor,62,20,20,high,seasonal/deciduous,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
742,Butterfly Bush,Buddleja 'Miss Molly',SHRUBS,0,poor,20,poor,62,20,20,high,semi-evergreen/uncertain,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
743,Butterfly Bush,Buddleja 'Miss Ruby',SHRUBS,0,poor,20,poor,62,20,20,high,semi-evergreen/uncertain,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
744,Butterfly Candy® Li,Buddleja 'Li'l Coconut',SHRUBS,0,poor,20,poor,62,20,20,high,seasonal/deciduous,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
745,Butterfly Candy® Li,Buddleja 'Li'l Grape',SHRUBS,0,poor,0,poor,62,20,20,high,seasonal/deciduous,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
746,Butterfly Candy® Li,Buddleja 'Li'l Lavender',SHRUBS,0,poor,20,poor,62,20,20,high,seasonal/deciduous,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
747,Butterfly Candy® Li,Buddleja 'Li'l Lavender',SHRUBS,0,poor,0,poor,62,20,20,high,seasonal/deciduous,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
748,Butterfly Candy® Li,Buddleja 'Li'l Lavender',SHRUBS,0,poor,20,poor,62,20,20,high,seasonal/deciduous,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
749,Japanese Boxwood 'Green Beauty',Buxus microphylla japonica 'Green Beauty',SHRUBS,100,excellent,20,poor,20,84,20,low,evergreen/everpresent,low,normal,foliage color,,,
750,Japanese Boxwood 'Winter Gem',Buxus microphylla japonica 'Winter Gem',SHRUBS,100,excellent,20,poor,20,84,20,low,evergreen/everpresent,low,normal,foliage color,,,
751,Camellia j. 'Bob Hope' | Matsuda's,Camellia japonica 'Bob Hope',SHRUBS,62,usable,0,poor,20,20,20,low,evergreen/everpresent,medium,normal,foliage color,,,
752,Camellia j. 'Chandleri Elegans' | Matsuda's,Camellia japonica 'Chandleri Elegans',SHRUBS,62,usable,0,poor,20,20,20,low,evergreen/everpresent,medium,normal,foliage color,,,
753,Camellia j. 'Debutante',Camellia japonica 'Debutante',SHRUBS,62,usable,0,poor,20,84,20,low,evergreen/everpresent,medium,normal,flower color,,,
754,Camellia j. 'Shiro Chan' | Matsuda's,Camellia japonica 'Shiro Chan',SHRUBS,62,usable,42,accent,20,84,20,low,evergreen/everpresent,medium,normal,foliage color,,,
755,Camellia j. 'Kramer's Supreme',Camellia japonica 'Kramer's Supreme',SHRUBS,62,usable,0,poor,20,84,20,low,evergreen/everpresent,medium,normal,foliage color,,,
756,Camellia j. 'Kumasaka',Camellia japonica 'Kumasaka',SHRUBS,62,usable,0,poor,20,84,20,low,evergreen/everpresent,medium,normal,flower color,,,
757,Camellia j. 'Mrs. Charles Cobb' | Matsuda's,Camellia japonica 'Mrs. Charles Cobb',SHRUBS,62,usable,0,poor,20,84,20,low,evergreen/everpresent,medium,normal,foliage color,,,
758,Camellia j. 'Nuccio's Bella Rossa' | Monrovia,Camellia japonica 'Nuccios Bella Rossa',SHRUBS,62,usable,0,poor,20,84,20,low,evergreen/everpresent,medium,normal,foliage color,,,
759,Camellia j. 'Nuccio's Pearl' | Monrovia,Camellia japonica 'Nuccio's Pearl',SHRUBS,0,poor,0,poor,20,25,20,high,evergreen/everpresent,medium,normal,flower color,,,
760,Camellia s. 'Bonanza' | Monrovia,Camellia sasanqua 'Bonanza',SHRUBS,62,usable,64,usable,62,20,20,low,evergreen/everpresent,medium,normal,foliage color,,,
761,Camellia s.,Camellia sasanqua 'Yuletide',SHRUBS,62,usable,20,poor,62,84,20,low,evergreen/everpresent,medium,normal,foliage color,,,
762,Camellia s. 'Setsugekka' | Monrovia,Camellia sasanqua 'Setsugekka',SHRUBS,62,usable,0,poor,20,20,20,low,evergreen/everpresent,medium,normal,foliage color,,,
763,Camellia s. 'Showa-No-Sakae' | Monrovia,Camellia sasanqua 'Showa-No-Sakae',SHRUBS,62,usable,32,poor,20,20,20,low,evergreen/everpresent,medium,normal,foliage color,,,
764,Camellia s. 'Kanjiro' | Monrovia,Camellia sasanqua 'Kanjiro',SHRUBS,62,usable,0,poor,20,20,20,low,evergreen/everpresent,medium,normal,foliage color,,,
765,Pink-A-Boo?? Camellia | Monrovia,Camellia sasanqua 'Pink-A-Boo',SHRUBS,62,usable,0,poor,20,84,20,low,evergreen/everpresent,medium,normal,flower color,,,
766,Camellia s. 'Yuletide' | Monrovia,Camellia sasanqua 'Yuletide' [M],SHRUBS,62,usable,0,poor,20,84,20,low,evergreen/everpresent,medium,normal,foliage color,,,
767,Camellia 'Shishi Gashira' | Matsuda's,Camellia hiemalis 'Shishi Gashira',SHRUBS,62,usable,100,excellent,20,20,20,low,evergreen/everpresent,medium,normal,foliage color,,,
768,Camellia 'Shishi Gashira' | Monrovia,Camellia hiemalis 'Shishi Gashira',SHRUBS,62,usable,100,excellent,20,20,20,low,evergreen/everpresent,medium,normal,foliage color,,,
769,Camellia j. 'Swan Lake' | Monrovia,Camellia japonica 'Swan Lake',SHRUBS,62,usable,0,poor,20,84,20,low,evergreen/everpresent,medium,normal,flower color,,,
770,Camellia j. 'Tom Knudsen',Camellia japonica 'Tom Knudsen',SHRUBS,62,usable,0,poor,20,20,20,low,evergreen/everpresent,medium,normal,foliage color,,,
771,Camellia s. 'White Doves',Camellia sasanqua 'White Doves',SHRUBS,62,usable,100,excellent,62,20,20,low,evergreen/everpresent,medium,normal,foliage color,,,
772,Camellia s. 'Kanjiro',Camellia sasanqua 'Kanjiro',SHRUBS,62,usable,0,poor,20,20,20,low,evergreen/everpresent,medium,normal,foliage color,,,
773,Camellia s. 'Yuletide',Camellia sasanqua 'Yuletide',SHRUBS,62,usable,0,poor,20,84,20,low,evergreen/everpresent,medium,normal,foliage color,,,
774,Canby Red Raspberry | Monrovia,Rubus idaeus 'Canby Red',SHRUBS,0,poor,0,poor,20,20,20,high,seasonal/deciduous,medium,normal,foliage color,,,
