Plant_ID,Product_Name,Botanical_Name,Green_Acres_URL,Warnings,Price_Display,Height_ft,Width_ft,Light,Water
436,Lavender 'Hidcote',Lavandula angustifolia 'Hidcote',https://idiggreenacres.com/products/lavenderhidcote?variant=9881519456308,,$10.50,1-2,1-2,Full Sun,Low
437,Lavender 'Munstead',Lavandula angustifolia 'Munstead',https://idiggreenacres.com/products/lavendermunstead?variant=9881520046132,,$9.95-$10.50,1-2,1-2,Full Sun,Low
438,Lavender 'Provence',Lavandula x intermedia 'Provence',https://idiggreenacres.com/products/lavenderprovence?variant=9881520078900,,$10.50,2-2,2-3,Full Sun,Low
439,Spanish Lavender,Lavandula stoechas,https://idiggreenacres.com/products/lavenderstoechas?variant=9881524600884,,$9.95-$32.50,2-3,2-3,Full Sun,Low
440,Lemon Coral&#174; Sedum,Sedum mexicanum,https://idiggreenacres.com/products/lemon-coral-174-sedum?variant=45414739214505,missing_attributes,$7.50,0.25-0.83,0.83-1.17,Full Sun; Morning Sun; Full Sun or Morning Sun/Afternoon Shade,Low
441,Lenten Rose,Helleborus orientalis,https://idiggreenacres.com/products/lenten-rose?variant=31196666069015,,$22.50-$35.00,1-2,1-2,Full Shade; Morning Sun,Moderate
442,Licorice Plant,Helichrysum petiolare,https://idiggreenacres.com/products/licorice-plant?variant=14465761083444,,$6.25,1-3,4-4,Full Shade; Morning Sun,Moderate
443,Lion's Tail,Leonotis leonurus,https://idiggreenacres.com/products/lions-tail?variant=31238406340631,,$10.50-$26.50,4-6,4-6,Full Sun,Low
444,Lomandra 'Lime Tuff',Lomandra longifolia 'Lime Tuff',https://idiggreenacres.com/products/lomandra-lime-tuff?variant=13217696874548,,$15.00,2-2.5,2-2.5,Full Sun; Morning Sun,Low; Moderate
445,Lupine,Lupine Assorted,https://idiggreenacres.com/products/lupine?variant=14026156572724,,$12.50-$26.50,1.5-4,1.5-2.5,Morning Sun,Low; Moderate
446,Lysimachia Waikiki Sunset&#8482;,Lysimachia congestiflora,https://idiggreenacres.com/products/lysimachia-waikiki-sunset?variant=39453282533545,,$7.50-$7.95,0.17-0.83,0.83-1,Full Shade; Morning Sun; Morning Sun/Afternoon Shade or Full Shade,Moderate
447,Marguerite Daisy,Argyranthemum frutescens,https://idiggreenacres.com/products/marguerite-daisy?variant=31309842645015,,$8.95,3-4,3-4,Full Sun,Moderate
448,Martha Washington Geranium,Pelargonium x domesticum,https://idiggreenacres.com/products/martha-washington-geranium?variant=31532572278807,,$8.95,3-3,3-3,Morning Sun,Moderate
449,Matilija Poppy / Fried Egg Poppy,Romneya coulteri,https://idiggreenacres.com/products/matilija-poppy-fried-egg-poppy?variant=28827229716532,,$15.00,6-8,6-8,Full Sun,Low
450,Mazus,Mazus reptans,https://idiggreenacres.com/products/mazus?variant=43148525306025,,$27.50,0.17-0.17,1-1.5,Morning Sun,Moderate
451,Mexican Evening Primrose,Oenothera speciosa 'Siskiyou',https://idiggreenacres.com/products/mexican-evening-primrose?variant=31238436323351,,$6.25-$10.50,1-1,3-3,Full Sun; Morning Sun,Low
452,Mexican Petunia,Ruellia brittoniana,https://idiggreenacres.com/products/mexican-petunia?variant=29233370398772,,$9.95-$26.50,3-3,1-2,Full Sun,Low
453,Mezoo&#8482; Trailing Red Livingstone Daisy,Aptenia cordifolia 'Mezoo Trailing Red',https://idiggreenacres.com/products/mezoo-8482-trailing-red-livingstone-daisy?variant=46844594749609,,$7.50,0.25-0.42,1-1.25,Filtered Sun; Full Sun,Low
454,Mondo Grass,Ophiopogon japonicus 'Nana',https://idiggreenacres.com/products/mondo-grass?variant=41974721708201,missing_width,$10.50,0.5-0.67,,Full Shade; Morning Sun; Morning Sun/Afternoon Shade or Full Shade,Moderate
455,Moneywort,Lysimachia nummularia 'Goldilocks',https://idiggreenacres.com/products/moneywort-goldie?variant=13996705054772,missing_width,$5.95-$6.25,0.33-0.67,,Full Shade; Morning Sun; Morning Sun/Afternoon Shade or Full Shade,Moderate
456,Monkey Flower,Mimulus Assorted,https://idiggreenacres.com/products/monkey-flower?variant=40465939497129,,$12.50,1-4,1-4,Full Sun,Low
457,Ivy 'Needlepoint',Hedera helix 'Needlepoint',https://idiggreenacres.com/products/needlepoint-ivy?variant=13561741115444,,$6.95,0.5-0.67,15-15,Filtered Sun; Full Shade; Medium Light,Moderate
458,African Daisy,Osteospermum fruticosum,https://idiggreenacres.com/products/osteospermum?variant=38610392613033,,$6.25-$7.95,1-2,1-3,Full Sun,Low
459,Charmed&#174; Wine Shamrock,Oxalis triangularis 'Charmed Wine',https://idiggreenacres.com/products/oxalis-charmed-174-wine?variant=39452928147625,,$7.50-$7.95,0.5-1.33,0.83-1,Full Shade; Morning Sun,Moderate
460,Pachysedum 'Ganzhou',,https://idiggreenacres.com/products/pachysedum-ganzhou?variant=14044721512500,,$4.25,0.33-0.67,0.83-1,Full Sun; Morning Sun,Low
461,Pachyveria 'Blue Pearl',Pachyveria 'Blue Pearl',https://idiggreenacres.com/products/pachyveria-blue-pearl?variant=14125525958708,,$6.25,0.42-0.42,0.75-0.75,Bright Light; Morning Sun,Low; Moderate
462,Panda Plant,Kalanchoe tomentosa 'Panda Plant',https://idiggreenacres.com/products/panda-plant?variant=31231140626455,,$4.25-$6.95,1-3,2-3,Bright Light; Morning Sun,Low; Moderate
463,Pericallis 'Senetti',,https://idiggreenacres.com/products/pericallis-senetti-1?variant=38588055978153,,$8.95,2-2,2-2,Full Shade; Morning Sun,Moderate
464,Periwinkle,Vinca minor,https://idiggreenacres.com/products/periwinkle-blue?variant=31249643012119,missing_width,$27.50,0.33-0.5,,Filtered Sun; Full Sun,Moderate
465,Periwinkle 'Bowles Mauve',Vinca minor 'Bowles Mauve',https://idiggreenacres.com/products/periwinkle-bowles-mauve?variant=29009592188980,missing_width,$6.95-$10.50,0.33-0.5,,Filtered Sun; Full Sun,Moderate
466,Periwinkle 'Sterling Silver',Vinca minor 'Sterling Silver',https://idiggreenacres.com/products/periwinkle-sterling-silver?variant=14317098008628,missing_width,$10.50,0.33-0.5,,Filtered Sun; Full Sun,Moderate
467,Peruvian Lily,Alstroemeria Assorted,https://idiggreenacres.com/products/peruvian-lily?variant=14735824519220,,$18.50-$28.50,2-5,2-4,Morning Sun,Low; Moderate
468,Pincushion Flower,Scabiosa Assorted,https://idiggreenacres.com/products/pincushion-flower?variant=31278362591255,,$8.95-$9.95,2-2,2-2,Full Sun,Moderate
469,Pineapple Sage 'Golden Delicious',Salvia elegans 'Golden Delicious',https://idiggreenacres.com/products/pineapple-sage-golden-delicious?variant=45406427906217,,$7.50-$7.95,3-4,2-3,Full Sun; Morning Sun,Moderate
470,Pink Crystal Grass,Melinus nerviglumis 'Pink Crystal',https://idiggreenacres.com/products/pink-crystal-grass?variant=28826379255860,,$10.50,2-2,1-2,Full Sun,Moderate
471,Pink Muhly Grass,Muhlenbergia capillaris,https://idiggreenacres.com/products/pink-muhly-grass-plumetastic?variant=14834935267380,,$10.50-$32.50,3-3,6-6,Full Sun; Morning Sun,Low
472,Plumetastic&#174 Pink Muhly Grass | Monrovia,Muhlenbergia capillaris 'Plumetastic',https://idiggreenacres.com/products/pink-muhly-grass-plumetastic-monrovia?variant=30376918286388,,$16.50-$34.50,3-3,3-3,Full Sun; Morning Sun,Low
473,Platt's Black Brass Buttons,Leptinella squalida 'Platt's Black',https://idiggreenacres.com/products/platts-black-brass-buttons?variant=13561760383028,,$6.95,0.08-0.17,1.5-1.5,Morning Sun,Moderate
474,Poppy-Flowered Anemone,Anemone coronaria,https://idiggreenacres.com/products/poppy-flowered-anemone?variant=31238437240855,,$6.25-$8.95,1-2,1-2,Morning Sun,Moderate
475,PowWow&#174; White Coneflower,Echinacea purpurea 'PowWow White',https://idiggreenacres.com/products/powwow-174-white-coneflower?variant=31238426853399,,$6.25-$12.50,1-1.33,1.33-1.67,Full Sun,Moderate
476,PowWow&#174; Wild Berry Coneflower,Echinacea purpurea 'PowWow Wild Berry',https://idiggreenacres.com/products/powwow-174-wild-berry-coneflower?variant=29003794808884,,$12.50,1-1.33,1.33-1.67,Full Sun,Moderate
477,Purple Heart,Tradescantia pallida,https://idiggreenacres.com/products/purple-heart?variant=43031280681129,,$5.95-$6.25,1-1.5,1-1.5,Full Shade; Morning Sun,Moderate
478,Rain Lily,,https://idiggreenacres.com/products/rain-lily?variant=14661501091892,,$8.95,1-1,1-1,Full Sun; Morning Sun,Moderate
479,Red Echeveria,Echeveria harmsii,https://idiggreenacres.com/products/red-echeveria?variant=14041736413236,,$6.25,1-1.25,0.5-1,Full Sun; Morning Sun,Low
480,Red Fountain Grass,Pennisetum setaceum 'Rubrum',https://idiggreenacres.com/products/red-fountain-grass?variant=13852045115444,,$10.50-$32.50,5-5,5-5,Full Sun,Low
481,Red Hot Poker 'Flamenco',Kniphofia uvaria,https://idiggreenacres.com/products/red-hot-poker-flamenco?variant=28772573610036,,$12.50,3-4,3-3,Full Sun,Low
482,Red Hot Poker 'Popsicle',Kniphofia uvaria,https://idiggreenacres.com/products/red-hot-poker-popsicle?variant=40821174239401,,$12.50,2-3,2-2,Full Sun,Low
483,Rieger Begonia,,https://idiggreenacres.com/products/rieger-begonia?variant=14792870330420,,$5.95-$26.50,1-1,2-2,Morning Sun,Moderate
484,Rock Purslane,Calandrinia spectabilis,https://idiggreenacres.com/products/rock-purslane?variant=14834678923316,,$6.25,1-3,2-3,Morning Sun,Low
485,Rush 'Elk Blue',Juncus patens 'Elk Blue',https://idiggreenacres.com/products/rush-elk-blue?variant=31466883350551,,$12.50,1-2,1-2,Full Sun; Morning Sun,Moderate
486,Russian Sage,Perovskia atriplicifolia,https://idiggreenacres.com/products/russian-sage?variant=31685935824919,,$9.95,3-4,3-4,Full Sun,Low
487,Russian Sage 'Blue Spire',Perovskia atriplicifolia 'Blue Spire',https://idiggreenacres.com/products/russian-sage-blue-spire?variant=29485921304628,,$9.95,3-4,3-4,Full Sun,Low
488,Russian Sage 'Little Spire',Perovskia atriplicifolia 'Little Spire',https://idiggreenacres.com/products/russian-sage-little-spire?variant=28882957140020,,$9.95,2-2,2-2,Full Sun,Low
489,Sage,Salvia microphylla 'Hot Lips',https://idiggreenacres.com/products/sage-hot-lips?variant=14463937314868,,$6.25-$9.95,2-3,2-3,Full Sun; Morning Sun,Low
490,Sage 'Mirage',Salvia greggii 'Mirage',https://idiggreenacres.com/products/sage-mirage?variant=38628976591017,,$9.95,1-5,1-5,Full Sun,Low
491,Sage 'Mystic Spires Blue',Salvia 'Mystic Spires Blue',https://idiggreenacres.com/products/sage-mystic-spires-blue?variant=31309764886551,,$7.95-$9.95,2-3,2-3,Full Sun; Morning Sun,Moderate
492,Sage,,https://idiggreenacres.com/products/salvia-amistad?variant=29406832033844,,$12.50,3-5,4-6,Full Sun; Morning Sun,Moderate
493,Salvia 'Black and Blue',Salvia guaranitica 'Black & Blue',https://idiggreenacres.com/products/salvia-black-and-blue?variant=31308397903895,,$9.95,4-5,4-5,Full Sun; Morning Sun,Moderate
494,Salvia,,https://idiggreenacres.com/products/salvia-love-wishes?variant=30235348631604,,$12.50,3-4,3-3,Full Sun; Morning Sun,Moderate
495,Salvia 'Marvel',,https://idiggreenacres.com/products/salvia-marvel?variant=31308384501783,,$9.95,0.83-1,1-1.5,Full Sun; Morning Sun,Moderate
496,Salvia 'Patio Sky Blue',Salvia patens 'Patio Sky Blue',https://idiggreenacres.com/products/salvia-patio-sky-blue?variant=40447626674345,,$9.95,1-1.17,0.67-1,Full Sun; Morning Sun,Moderate
497,Santa Barbara Daisy,Erigeron karvinskianus,https://idiggreenacres.com/products/santa-barbara-daisy?variant=13375299354676,,$9.95,1-2,3-5,Full Sun,Low
498,Saxifrage,Saxifraga Assorted,https://idiggreenacres.com/products/saxifrage-1?variant=14626515091508,,$9.95,0.67-1,1-1,Morning Sun,Moderate
499,Sea Lavender,Limonium perezii,https://idiggreenacres.com/products/sea-lavender?variant=14120258666548,,$8.95,2-3,2-3,Full Sun; Morning Sun,Moderate
500,Sea Thrift 'Alliacea',Armeria alliacea,https://idiggreenacres.com/products/sea-thrift-alliacea?variant=13334338207796,,$8.95,0.67-0.83,1-2,Full Sun,Moderate
501,Sea Thrift Pink,Armeria maritima,https://idiggreenacres.com/products/sea-thrift-pink?variant=13334505127988,,$8.95-$9.95,0.67-0.83,1-2,Full Sun,Moderate
502,Sedge 'Evergold',Carex oshimensis 'Evergold',https://idiggreenacres.com/products/sedge-evergold?variant=31336537161751,,$13.50,1-2,2-3,Full Sun,Low
503,Sedge 'Everillo',Carex oshimensis 'Everillo',https://idiggreenacres.com/products/sedge-everillo?variant=31336556527639,,$13.50,1-2,2-3,Full Sun,Low
504,Sedge 'Feather Falls',Carex oshimensis 'Feather Falls',https://idiggreenacres.com/products/sedge-feather-falls?variant=31336576843799,,$13.50,1.5-2,1.5-2,Full Sun,High
505,Atlantis&#174; Sedum,Sedum takesimense 'Atlantis' PP#27454,https://idiggreenacres.com/products/sedum-atlantis?variant=44375853695145,,$10.50,0.33-0.5,1-1,Full Sun; Morning Sun,Low
506,Sedum 'Autumn Fire',Sedum spectabile 'Autumn Fire',https://idiggreenacres.com/products/sedum-autumn-fire?variant=44375853367465,,$10.50,1.5-2,1.5-1.5,Full Sun; Morning Sun,Low
507,Sempervivum 'Appletini',,https://idiggreenacres.com/products/sempervivum-appletini?variant=31663523201047,,$6.25,0.08-0.25,0.67-1,Full Sun; Morning Sun,Low; Moderate
508,Sempervivum 'Chocolate Kiss',Sempervivum 'Chocolate Kiss',https://idiggreenacres.com/products/sempervivum-chocolate-kiss?variant=31663558393879,,$6.25,0.08-0.25,0.67-1,Full Sun; Morning Sun,Low; Moderate
509,Cobweb Hens & Chicks,Sempervivum arachnoideum,https://idiggreenacres.com/products/sempervivum-cobweb?variant=31231134957591,,$4.25-$6.25,0.08-0.25,0.67-1,Full Sun; Morning Sun,Low; Moderate
510,Sempervivum 'Silver King',Sempervivum 'Silver King',https://idiggreenacres.com/products/sempervivum-silver-king?variant=14839566729268,,$6.25,0.25-0.33,0.5-0.67,Full Sun; Morning Sun,Low; Moderate
511,Sempervivum 'Strawberry Kiwi',Sempervivum 'Strawberry Kiwi',https://idiggreenacres.com/products/sempervivum-strawberry-kiwi?variant=31663459401751,,$6.25,0.08-0.25,0.67-1,Full Sun; Morning Sun,Low; Moderate
512,Sempervivum ??Sunset??,,https://idiggreenacres.com/products/sempervivum-sunset?variant=28881011638324,,$6.25,0.33-0.5,0.33-0.5,Full Sun; Morning Sun,Low; Moderate
513,Senecio,Senecio serpens,https://idiggreenacres.com/products/senecio-blue-chalk-sticks?variant=31231139282967,,$4.25-$6.95,0.5-1,1.5-2,Full Sun; Morning Sun,Low
514,Senecio ??Spear Head??,Senecio kleiniiformis ??Spear Head??,https://idiggreenacres.com/products/senecio-spear-head?variant=28881136844852,,$6.25,0.5-1,1.5-2,Full Sun; Morning Sun,Low
515,Shasta Daisy,Leucanthemum x superbum,https://idiggreenacres.com/products/shasta-daisy?variant=28536215371828,,$8.95-$9.95,1-3,1-3,Full Sun; Morning Sun,Moderate
516,Skyscraper&#8482; Salvia,Skyscraper&#8482; Salvia Series,https://idiggreenacres.com/products/skyscraper-salvia?variant=31660696797207,,$9.95,1-2,0.83-1.33,Full Sun; Morning Sun,Low
517,Skyscraper&#8482; Senecio,Senecio ficoides 'Mount Everest',https://idiggreenacres.com/products/skyscraper-8482-senecio?variant=31504545284119,,$18.50,3-5,1.5-1.5,Full Sun; Morning Sun,Low
518,Snake Flower,Bulbine frutescens,https://idiggreenacres.com/products/snake-flower?variant=31465481437207,,$8.95-$9.95,1-1,2-3,Morning Sun,Low
519,Snow In Summer,Cerastium tomentosum,https://idiggreenacres.com/products/snow-in-summer?variant=13363394609204,,$8.95,0.67-0.67,2-3,Full Sun,Moderate
520,Solomon's Seal,Polygonatum odoratum,https://idiggreenacres.com/products/solomons-seal?variant=31248478306327,,$6.95,0.13-0.29,2-2,Morning Sun,Moderate
521,Sombrero&#174; Adobe Orange Coneflower,Echinacea x Balsomador,https://idiggreenacres.com/products/sombrero-174-adobe-orange-coneflower?variant=29477803098164,,$12.50,1-1.33,1.33-1.67,Full Sun,Moderate
522,Sombrero&#174; Hot Coral Coneflower,Echinacea x Balsomador,https://idiggreenacres.com/products/sombrero-174-hot-coral-coneflower?variant=29477912772660,,$12.50,1-1.33,1.33-1.67,Full Sun,Moderate
523,Sombrero&#174; Lemon Yellow Coneflower,Echinacea x Balsomador,https://idiggreenacres.com/products/sombrero-174-lemon-yellow-coneflower?variant=29477971886132,,$12.50,1-1.33,1.33-1.67,Full Sun,Moderate
524,Sombrero&#174; Sangrita Coneflower,Echinacea x Balsomador,https://idiggreenacres.com/products/sombrero-174-sangrita-coneflower?variant=29486584987700,,$12.50,1-1.33,1.33-1.67,Full Sun,Moderate
525,Spanish Lavender 'Dedication',Lavandula stoechas 'Dedication',https://idiggreenacres.com/products/spanish-lavender-dedication?variant=41889277935785,,$10.50,2-3,2-3,Full Sun,Low
526,Spanish Lavender Patio Tree,Lavandula stoechas,https://idiggreenacres.com/products/spanish-lavender-patio-tree?variant=31527595573271,,$47.50,2-3,2-3,Full Sun,Low
527,Spanish Lavender 'Silver Anouk',Lavandula stoechas 'Silver Anouk',https://idiggreenacres.com/products/spanish-lavender-silver-anouk?variant=31308370771991,,$10.50,3-3,2-3,Full Sun,Low
528,Veronica 'Georgia Blue',Veronica umbrosa 'Georgia Blue',https://idiggreenacres.com/products/speedwell-georgia-blue?variant=13788556820532,,$10.50,0.5-0.67,2-3,Morning Sun,Moderate
529,St. John's Wort,Hypericum calycinum,https://idiggreenacres.com/products/st-johns-wort?variant=31248542498839,missing_width,$6.95,1-1,,Full Sun; Morning Sun; Full to Morning Sun/Afternoon Shade,Moderate
530,Stonecrop,Sedum reflexum,https://idiggreenacres.com/products/stonecrop-angelina?variant=14834186780724,missing_attributes,$6.25-$12.50,0.33-0.5,1-2,Full Sun; Morning Sun; Full Sun or Morning Sun/Afternoon Shade,Low
531,Stonecrop,,https://idiggreenacres.com/products/stonecrop-aurora?variant=14171407581236,missing_attributes,$6.25-$6.95,0.5-0.67,2.5-3,Full Sun; Morning Sun; Full Sun or Morning Sun/Afternoon Shade,Low; Moderate
532,Stonecrop,,https://idiggreenacres.com/products/stonecrop-burrito?variant=14839495360564,,$6.25-$6.95,1-1.5,2-3,Full Sun; Morning Sun,Moderate
533,Stonecrop 'Cape Blanco',Sedum 'Cape Blanco',https://idiggreenacres.com/products/stonecrop-cape-blanco?variant=31248596860951,,$6.25-$6.95,0.17-0.33,2-2,Full Sun; Morning Sun,Low; Moderate
534,Stonecrop,Sedum nussbaumerianum 'Coppetone',https://idiggreenacres.com/products/stonecrop-coppertone?variant=14315680202804,,$4.25-$6.95,0.33-0.67,0.83-1,Full Sun; Morning Sun,Low
535,Stonecrop,Sedum spurium 'Dragon's Blood',https://idiggreenacres.com/products/stonecrop-dragons-blood?variant=14834184290356,,$6.25-$6.95,0.33-0.5,2-2,Filtered Sun; Full Sun,Low
536,Stonecrop 'Firestorm',Sedum adolphii 'Firestorm',https://idiggreenacres.com/products/stonecrop-firestorm?variant=14044916678708,,$4.25,0.33-0.67,0.83-1,Full Sun; Morning Sun,Low
537,Stonecrop 'Oracle',Sedum forsterianum 'Oracle',https://idiggreenacres.com/products/stonecrop-forsterianum-oracle?variant=14173091201076,,$6.25,0.33-0.5,0.75-1,Full Sun; Morning Sun,Low; Moderate
538,Stonecrop,Sedum 'John Creech',https://idiggreenacres.com/products/stonecrop-john-creech?variant=14171750039604,,$6.25-$6.95,0.17-0.17,0.5-1,Full Sun; Morning Sun,Low; Moderate
539,Variegated Carpet Stonecrop,Sedum lineare 'Variegatum',https://idiggreenacres.com/products/stonecrop-lineare-variegatum?variant=14172148334644,,$6.25,0.5-0.5,2-3,Full Sun; Morning Sun,Low; Moderate
540,Variegated Japanese Stonecrop,Sedum makinoi 'Variegatum',https://idiggreenacres.com/products/stonecrop-makinoi-variegatum?variant=14172222947380,,$6.25,0.17-0.33,1-2,Full Sun; Morning Sun,Low; Moderate
541,Stonecrop,Sedum morganianum 'Donkey Tail',https://idiggreenacres.com/products/stonecrop-morganianum-donkey-tail?variant=14172321480756,,$6.25-$6.95,4-4,2-2,Morning Sun,Low; Moderate
542,Stonecrop pachyclados,Sedum pachyclados,https://idiggreenacres.com/products/stonecrop-pachyclados?variant=14173169483828,,$6.25,0.17-0.33,0.67-1,Full Sun; Morning Sun,Low; Moderate
543,Stonecrop pachyphyllum,Sedum pachyphyllum,https://idiggreenacres.com/products/stonecrop-pachyphyllum?variant=14173257007156,,$6.25,1-1,2-3,Full Sun; Morning Sun,Low; Moderate
544,Stonecrop,Sedum rubrotinctum,https://idiggreenacres.com/products/stonecrop-pork-and-beans?variant=14042092404788,,$6.25-$6.95,0.83-1,0.33-0.67,Full Sun; Morning Sun,Low
