Plant_ID,Category,Common_Name,Botanical_Name,Current_Image,Current_Exists,Best_Image,Best_Score,Best_Hits,Would_Apply
385,PERENNIALS,Gaura,,/GreenAcres-Images/Perennials/Gaura_Belleza_Closeup_ca6f72a3-c15b-4a96-95e9-b8a078b8d77e_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Gaura_Belleza_Closeup_ca6f72a3-c15b-4a96-95e9-b8a078b8d77e_512x.jpg,7,gaura,FALSE
386,PERENNIALS,Gaurabelleza,,/GreenAcres-Images/Perennials/Gaura_Belleza_Closeup_ca6f72a3-c15b-4a96-95e9-b8a078b8d77e_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Gaura_Belleza_Closeup_ca6f72a3-c15b-4a96-95e9-b8a078b8d77e_512x.jpg,14,gaurabelleza; contains:gaurabelleza,FALSE
387,PERENNIALS,Gazania,,/GreenAcres-Images/Perennials/Gazania_CloseUp_e60e5fbd-3a57-49c3-9e39-6d5ba818c8ae_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Gazania_CloseUp_e60e5fbd-3a57-49c3-9e39-6d5ba818c8ae_512x.jpg,11,gazania; contains:gazania,FALSE
388,PERENNIALS,Geranium Vancouver Centennial,,/GreenAcres-Images/Perennials/PelargoniumHortorum_VancouverCentennial_77fb395f-de01-4f4b-a97c-8d33583e9114_512x.jpg,TRUE,/GreenAcres-Images/Perennials/PelargoniumHortorum_VancouverCentennial_77fb395f-de01-4f4b-a97c-8d33583e9114_512x.jpg,22,vancouvercentennial; contains:vancouver; contains:centennial; contains:vancouvercentennial,FALSE
389,PERENNIALS,Gerbera,,/GreenAcres-Images/Perennials/Gerberas_85008049-fc7e-4fa9-91b4-a2dd847aa01b_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Gerbera_Garvinea_SweetSunset_512x.jpg,11,gerbera; contains:gerbera,FALSE
390,PERENNIALS,Germander Summer Sunshine,,/GreenAcres-Images/Perennials/Teucrium_Germander_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Teucrium_Germander_512x.jpg,14,germander; contains:germander,FALSE
391,PERENNIALS,Gloriosa Daisy,,,FALSE,/GreenAcres-Images/Perennials/Abutilon_VictorPeter_512x.jpg,2,,FALSE
392,PERENNIALS,Golden Moneywort,,/GreenAcres-Images/Perennials/Lysimachia_Aurea_GoldenMoneywort_Spiller_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Lysimachia_Aurea_GoldenMoneywort_Spiller_512x.jpg,22,goldenmoneywort; contains:golden; contains:moneywort; contains:goldenmoneywort,FALSE
393,PERENNIALS,Grafted Moon Cactus,,/GreenAcres-Images/Perennials/Succulents_GraftedMoonCactus_Orange_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Succulents_GraftedMoonCactus_Orange_512x.jpg,18,contains:grafted; contains:cactus; contains:graftedmoon; contains:mooncactus,FALSE
394,PERENNIALS,Graptosedum Vera Higgins,,/GreenAcres-Images/Perennials/Graptosedume_VeraHiggins3_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Graptosedume_VeraHiggins3_512x.jpg,14,contains:graptosedum; contains:higgins; contains:verahiggins,FALSE
395,PERENNIALS,Green Carpet,,/GreenAcres-Images/Perennials/Crassula_Campfire_Green_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Herniaria_GreenCarpet_512x.jpg,6,contains:carpet,FALSE
396,PERENNIALS,Green Moneywort,,/GreenAcres-Images/Perennials/Crassula_Campfire_Green_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Lysimachia_Aurea_GoldenMoneywort_Spiller_512x.jpg,6,contains:moneywort,FALSE
397,PERENNIALS,Green Santolina,,/GreenAcres-Images/Perennials/Crassula_Campfire_Green_512x.jpg,TRUE,/GreenAcres-Images/Perennials/SantolinaChamaecyparissus_512x.jpg,6,contains:santolina,FALSE
398,PERENNIALS,Ground Ivy,,/GreenAcres-Images/Perennials/Glechoma_GroundIvy_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Glechoma_GroundIvy_512x.jpg,18,groundivy; contains:ground; contains:groundivy,FALSE
399,PERENNIALS,Hair Grass Northern Lights,,/GreenAcres-Images/Perennials/Deschampsia_NorthernLights2_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Deschampsia_NorthernLights2_512x.jpg,14,contains:northern; contains:lights; contains:northernlights,FALSE
400,PERENNIALS,Hanging Basket,,/GreenAcres-Images/Perennials/Fuchsia_HangingBasket_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Fuchsia_HangingBasket_512x.jpg,22,hangingbasket; contains:hanging; contains:basket; contains:hangingbasket,FALSE
401,PERENNIALS,Havana Lantana,,/GreenAcres-Images/Perennials/Lantana_Havana_FullMoon_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Lantana_Havana_FullMoon_512x.jpg,32,havana; lantana; lantanahavana; contains:havana; contains:lantana; contains:lantanahavana,FALSE
402,PERENNIALS,Haworthia Limifolia,,/GreenAcres-Images/Perennials/Succulents_Haworthia_Limifolia2_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Succulents_Haworthia_Limifolia2_512x.jpg,22,haworthia; contains:haworthia; contains:limifolia; contains:haworthialimifolia,FALSE
403,PERENNIALS,Heliotrope,,/GreenAcres-Images/Perennials/Heliotrope_ScentropiaDarkBlue_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Heliotrope_ScentropiaDarkBlue_512x.jpg,14,heliotrope; contains:heliotrope,FALSE
404,PERENNIALS,Hens Chicks,,/GreenAcres-Images/Perennials/Sempervivum_Cobweb_HenChicks_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Sempervivum_Cobweb_HenChicks_512x.jpg,6,contains:chicks,FALSE
405,PERENNIALS,Heuchera,,/GreenAcres-Images/Perennials/Heuchera_ThreeColors_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Heuchera_ThreeColors_512x.jpg,14,heuchera; contains:heuchera,FALSE
406,PERENNIALS,Ivy Geranium,,/GreenAcres-Images/Perennials/Geranium_Rozanne_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Geranium_Rozanne_512x.jpg,14,geranium; contains:geranium,FALSE
407,PERENNIALS,Ivy Hahns Ivy,,/GreenAcres-Images/Perennials/Ivy_Hahns_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Ivy_Hahns_512x.jpg,22,ivy; hahns; ivyhahns; contains:ivyhahns,FALSE
408,PERENNIALS,Japanese Blood Grass,,,FALSE,/GreenAcres-Images/Perennials/Hakonechloa_JapaneseForestGrass_512x.jpg,6,contains:japanese,FALSE
409,PERENNIALS,Japanese Forest Grass All Gold,,/GreenAcres-Images/Perennials/Hakonechloa_JapaneseForestGrass_Aureola_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Hakonechloa_JapaneseForestGrass_Aureola_512x.jpg,26,contains:japanese; contains:forest; contains:japaneseforest; compact-prefix,FALSE
410,PERENNIALS,Japanese Forest Grass Aureola,,/GreenAcres-Images/Perennials/Hakonechloa_JapaneseForestGrass_Aureola_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Hakonechloa_JapaneseForestGrass_Aureola_512x.jpg,35,aureola; contains:japanese; contains:forest; contains:aureola; contains:japaneseforest; compact-prefix,FALSE
411,PERENNIALS,Javelin Forte Deep Purple Spanish Lavender,,/GreenAcres-Images/Perennials/LavenderStoechas_JavelinForte_512x.jpg,TRUE,/GreenAcres-Images/Perennials/LavenderStoechas_JavelinForte_512x.jpg,22,javelinforte; contains:javelin; contains:lavender; contains:javelinforte,FALSE
412,PERENNIALS,Kalanchoe Chocolate Soldier,,/GreenAcres-Images/Perennials/Kalanchoe_ChocolateSoldierLL_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Kalanchoe_ChocolateSoldierLL_512x.jpg,42,kalanchoe; contains:kalanchoe; contains:chocolate; contains:soldier; contains:kalanchoechocolate; contains:chocolatesoldier; compact-prefix,FALSE
413,PERENNIALS,Kalanchoe Millotii,,/GreenAcres-Images/Perennials/KalanchoeMillotii_512x.jpg,TRUE,/GreenAcres-Images/Perennials/KalanchoeMillotii_512x.jpg,22,kalanchoemillotii; contains:kalanchoe; contains:millotii; contains:kalanchoemillotii,FALSE
414,PERENNIALS,Kangaroo Paw,,/GreenAcres-Images/Perennials/Anigozanthos_KangarooPaw_Yellow_CloseUp_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Anigozanthos_KangarooPaw_Yellow_CloseUp_512x.jpg,18,kangaroopaw; contains:kangaroo; contains:kangaroopaw,FALSE
415,PERENNIALS,Kangaroo Paw Pot A Roo,,/GreenAcres-Images/Perennials/Anigozanthos_KangarooPaw_Yellow_CloseUp_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Anigozanthos_KangarooPaw_Yellow_CloseUp_512x.jpg,18,kangaroopaw; contains:kangaroo; contains:kangaroopaw,FALSE
416,PERENNIALS,Lambs Ear,,/GreenAcres-Images/Perennials/StachysByzantina_LambsEar_2_e310a9d9-c0d3-4dde-9db0-c99cbf2fb9fb_512x.jpg,TRUE,/GreenAcres-Images/Perennials/StachysByzantina_LambsEar_2_e310a9d9-c0d3-4dde-9db0-c99cbf2fb9fb_512x.jpg,14,lambsear; contains:lambsear,FALSE
417,PERENNIALS,Lambs Ear,,/GreenAcres-Images/Perennials/StachysByzantina_LambsEar_2_e310a9d9-c0d3-4dde-9db0-c99cbf2fb9fb_512x.jpg,TRUE,/GreenAcres-Images/Perennials/StachysByzantina_LambsEar_2_e310a9d9-c0d3-4dde-9db0-c99cbf2fb9fb_512x.jpg,14,lambsear; contains:lambsear,FALSE
418,PERENNIALS,Lambs Ear Helene Von Stein,,/GreenAcres-Images/Perennials/StachysByzantina_LambsEar_2_e310a9d9-c0d3-4dde-9db0-c99cbf2fb9fb_512x.jpg,TRUE,/GreenAcres-Images/Perennials/StachysByzantina_LambsEar_2_e310a9d9-c0d3-4dde-9db0-c99cbf2fb9fb_512x.jpg,14,lambsear; contains:lambsear,FALSE
419,PERENNIALS,Lampranthus Deltoides,,/GreenAcres-Images/Perennials/Succulents_Lampranthus_Deltoides_CloseUp_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Succulents_Lampranthus_Deltoides_CloseUp_512x.jpg,50,lampranthus; deltoides; lampranthusdeltoides; contains:lampranthus; contains:deltoides; contains:lampranthusdeltoides; compact-prefix,FALSE
420,PERENNIALS,Landmark Lantana,,/GreenAcres-Images/Perennials/Lantana_Landmark_Blaze_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Lantana_Landmark_Blaze_512x.jpg,35,landmark; lantana; lantanalandmark; contains:landmark; contains:lantana; contains:lantanalandmark,FALSE
421,PERENNIALS,Lantana,,/GreenAcres-Images/Perennials/Lantana_BandanaCherry_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Lantana_BandanaCherry_512x.jpg,11,lantana; contains:lantana,FALSE
422,PERENNIALS,Lantana Lucky,,/GreenAcres-Images/Perennials/Lantana_BandanaCherry_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Lantana_BandanaCherry_512x.jpg,11,lantana; contains:lantana,FALSE
423,PERENNIALS,Lantana New Gold,,/GreenAcres-Images/Perennials/Lantana_NewGold_ac3594d2-e1db-4f66-9282-2e0499448113_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Lantana_NewGold_ac3594d2-e1db-4f66-9282-2e0499448113_512x.jpg,24,lantana; newgold; contains:lantana; contains:lantananew; contains:newgold,FALSE
424,PERENNIALS,Lantana Trailing Purple,,/GreenAcres-Images/Perennials/Lantana_TrailingPurple_9c96d930-16a6-4e43-997c-a4a5ea13ae00_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Lantana_TrailingPurple_9c96d930-16a6-4e43-997c-a4a5ea13ae00_512x.jpg,47,lantana; trailingpurple; contains:lantana; contains:trailing; contains:purple; contains:lantanatrailing; contains:trailingpurple; compact-prefix,FALSE
425,PERENNIALS,Lantana Trailing White,,/GreenAcres-Images/Perennials/Lantana_TrailingWhite_Display_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Lantana_TrailingWhite_Display_512x.jpg,43,lantana; trailingwhite; contains:lantana; contains:trailing; contains:lantanatrailing; contains:trailingwhite; compact-prefix,FALSE
426,PERENNIALS,Lascar Verbena,,/GreenAcres-Images/Perennials/VerbenaLascar_HotRose_512x.jpg,TRUE,/GreenAcres-Images/Perennials/VerbenaLascar_HotRose_512x.jpg,22,verbenalascar; contains:lascar; contains:verbena; contains:verbenalascar,FALSE
427,PERENNIALS,Lavender Anouk Deep Rose,,/GreenAcres-Images/Perennials/Lavender_AnoukDeepRose_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Lavender_AnoukDeepRose_512x.jpg,38,lavender; contains:lavender; contains:lavenderanouk; contains:anoukdeep; contains:deeprose; compact-prefix,FALSE
428,PERENNIALS,Lavender Anouk Double,,/GreenAcres-Images/Perennials/Lavender_AnoukDeepRose_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Lavender_AnoukDeepRose_512x.jpg,18,lavender; contains:lavender; contains:lavenderanouk,FALSE
429,PERENNIALS,Lavender Blue Spear,,/GreenAcres-Images/Perennials/LavenderAngustifolia_BlueSpear_512x.jpg,TRUE,/GreenAcres-Images/Perennials/LavenderAngustifolia_BlueSpear_512x.jpg,18,bluespear; contains:lavender; contains:bluespear,FALSE
430,PERENNIALS,Lavender Cotton,,/GreenAcres-Images/Perennials/Lavender_AnoukDeepRose_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Lavender_AnoukDeepRose_512x.jpg,14,lavender; contains:lavender,FALSE
431,PERENNIALS,Lavender Otto Quast,,/GreenAcres-Images/Perennials/LavenderStoechas_OttoQuast_512x.jpg,TRUE,/GreenAcres-Images/Perennials/LavenderStoechas_OttoQuast_512x.jpg,18,ottoquast; contains:lavender; contains:ottoquast,FALSE
432,PERENNIALS,Lavender Super Blue,,/GreenAcres-Images/Perennials/LavenderAngustifolia_SuperBlue_512x.jpg,TRUE,/GreenAcres-Images/Perennials/LavenderAngustifolia_SuperBlue_512x.jpg,18,superblue; contains:lavender; contains:superblue,FALSE
433,PERENNIALS,Lavender Thumbelina Leigh,,/GreenAcres-Images/Perennials/Lavender_ThumbelinaLeigh01_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Lavender_ThumbelinaLeigh01_512x.jpg,38,lavender; contains:lavender; contains:thumbelina; contains:lavenderthumbelina; contains:thumbelinaleigh; compact-prefix,FALSE
434,PERENNIALS,Lavendergoodwincreek,,,FALSE,/GreenAcres-Images/Perennials/Abutilon_VictorPeter_512x.jpg,2,,FALSE
435,PERENNIALS,Lavender Grosso,Lavandula x intermedia 'Grosso',/GreenAcres-Images/Perennials/LavenderGrosso_512x.jpg,TRUE,/GreenAcres-Images/Perennials/LavenderGrosso_512x.jpg,22,lavendergrosso; contains:lavender; contains:grosso; contains:lavendergrosso,FALSE
436,PERENNIALS,Lavender Hidcote,Lavandula angustifolia 'Hidcote',/GreenAcres-Images/Perennials/LavenderHidcote_field_512x.jpg,TRUE,/GreenAcres-Images/Perennials/LavenderHidcote_field_512x.jpg,22,lavenderhidcote; contains:lavender; contains:hidcote; contains:lavenderhidcote,FALSE
437,PERENNIALS,Lavender Munstead,Lavandula angustifolia 'Munstead',/GreenAcres-Images/Perennials/LavenderMunstead_02_512x.jpg,TRUE,/GreenAcres-Images/Perennials/LavenderMunstead_02_512x.jpg,22,lavendermunstead; contains:lavender; contains:munstead; contains:lavendermunstead,FALSE
438,PERENNIALS,Lavender Provence,Lavandula x intermedia 'Provence',/GreenAcres-Images/Perennials/LavenderProvence_01_1afee384-62fb-44a6-8507-0fb31a7798dd_512x.jpg,TRUE,/GreenAcres-Images/Perennials/LavenderProvence_01_1afee384-62fb-44a6-8507-0fb31a7798dd_512x.jpg,22,lavenderprovence; contains:lavender; contains:provence; contains:lavenderprovence,FALSE
439,PERENNIALS,Spanish Lavender,Lavandula stoechas,/GreenAcres-Images/Perennials/LavenderStoechas_SpanishLavender_512x.jpg,TRUE,/GreenAcres-Images/Perennials/LavenderStoechas_SpanishLavender_512x.jpg,42,lavenderstoechas; spanishlavender; contains:spanish; contains:lavender; contains:stoechas; contains:lavenderstoechas; contains:spanishlavender; contains:stoechasspanish,FALSE
440,PERENNIALS,Lemon Coral Sedum,,/GreenAcres-Images/Perennials/PW_Sedum_LemonCoral_512x.jpg,TRUE,/GreenAcres-Images/Perennials/PW_Sedum_LemonCoral_512x.jpg,23,sedum; lemoncoral; contains:lemoncoral; contains:sedumlemon,FALSE
441,PERENNIALS,Lenten Rose,,,FALSE,/GreenAcres-Images/Perennials/Abutilon_VictorPeter_512x.jpg,2,,FALSE
442,PERENNIALS,Licorice Plant,,/GreenAcres-Images/Perennials/Helichrysum_Licorice_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Helichrysum_Licorice_512x.jpg,14,licorice; contains:licorice,FALSE
443,PERENNIALS,Lions Tail,,,FALSE,/GreenAcres-Images/Perennials/Abutilon_VictorPeter_512x.jpg,2,,FALSE
444,PERENNIALS,Lomandra Lime Tuff,,/GreenAcres-Images/Perennials/Lomandra_LimeTuff_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Lomandra_LimeTuff_512x.jpg,30,lomandra; limetuff; contains:lomandra; contains:lomandralime; contains:limetuff,FALSE
445,PERENNIALS,Lupine,,/GreenAcres-Images/Perennials/Lupine_Pink_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Lupine_Pink_512x.jpg,11,lupine; contains:lupine,FALSE
446,PERENNIALS,Lysimachia Waikiki Sunset,,/GreenAcres-Images/Perennials/Lysimachia_WaikikiSunset_PW_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Lysimachia_WaikikiSunset_PW_512x.jpg,50,lysimachia; waikikisunset; contains:lysimachia; contains:waikiki; contains:sunset; contains:lysimachiawaikiki; contains:waikikisunset; compact-prefix,FALSE
447,PERENNIALS,Marguerite Daisy,,/GreenAcres-Images/Perennials/Argyranthemum_MargueriteDaisy_WhitePink_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Argyranthemum_MargueriteDaisy_WhitePink_512x.jpg,18,margueritedaisy; contains:marguerite; contains:margueritedaisy,FALSE
448,PERENNIALS,Martha Washington Geranium,,/GreenAcres-Images/Perennials/Geraniums_MarthaWashington_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Geraniums_MarthaWashington_512x.jpg,26,marthawashington; contains:martha; contains:washington; contains:geranium; contains:marthawashington,FALSE
449,PERENNIALS,Matilija Poppy Fried Egg Poppy,,/GreenAcres-Images/Annuals/Poppy_Eschscholzia_512x.jpg,TRUE,/GreenAcres-Images/Perennials/RomneyaCoulteri_FriedEggPoppy_512x.jpg,10,contains:friedegg; contains:eggpoppy,FALSE
450,PERENNIALS,Mazus,,/GreenAcres-Images/Perennials/Mazus_Reptans_01_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Mazus_Reptans_01_512x.jpg,7,mazus,FALSE
451,PERENNIALS,Mexican Evening Primrose,,/GreenAcres-Images/Perennials/Oenothera_MexicanEveningPrimrose_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Oenothera_MexicanEveningPrimrose_512x.jpg,34,contains:mexican; contains:evening; contains:primrose; contains:mexicanevening; contains:eveningprimrose; compact-prefix,FALSE
452,PERENNIALS,Mexican Petunia,,/GreenAcres-Images/Perennials/Ruellia_MexicanPetunia_PurpleShowers_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Ruellia_MexicanPetunia_PurpleShowers_512x.jpg,22,mexicanpetunia; contains:mexican; contains:petunia; contains:mexicanpetunia,FALSE
453,PERENNIALS,Mezoo Trailing Red Livingstone Daisy,,/GreenAcres-Images/Perennials/PW_Aptenia_MezooTrailingRed_512x.jpg,TRUE,/GreenAcres-Images/Perennials/PW_Aptenia_MezooTrailingRed_512x.jpg,14,contains:trailing; contains:mezootrailing; contains:trailingred,FALSE
454,PERENNIALS,Mondo Grass,,/GreenAcres-Images/Perennials/BlackMondoGrass_01_8cb2a3f5-e835-4868-a446-a2072e98431a_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Abutilon_VictorPeter_512x.jpg,2,,FALSE
455,PERENNIALS,Moneywort Goldie,,,FALSE,/GreenAcres-Images/Perennials/Lysimachia_Aurea_GoldenMoneywort_Spiller_512x.jpg,6,contains:moneywort,FALSE
456,PERENNIALS,Monkey Flower,,/GreenAcres-Images/Shrubs/Manzanita_EmeraldCarpet_Flower_9e50a7ac-eb77-4e9c-809d-7450b1658bd6_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Mimulus_MonkeyFlower_Orange_512x.jpg,6,contains:monkey,FALSE
457,PERENNIALS,Needlepoint Ivy,,/GreenAcres-Images/Perennials/Ivy_Needlepoint_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Ivy_Needlepoint_512x.jpg,29,needlepoint; ivy; ivyneedlepoint; contains:needlepoint; contains:ivyneedlepoint,FALSE
458,PERENNIALS,Osteospermum,,/GreenAcres-Images/Perennials/Osteospermum_VoltageWhite_5c3a3cfc-09d2-484d-a766-3c4101a160eb_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Osteospermum_VoltageWhite_5c3a3cfc-09d2-484d-a766-3c4101a160eb_512x.jpg,14,osteospermum; contains:osteospermum,FALSE
459,PERENNIALS,Oxalis Charmed Wine,,/GreenAcres-Images/Perennials/Oxalis_CharmedWine_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Oxalis_CharmedWine_512x.jpg,31,oxalis; charmedwine; contains:oxalis; contains:charmed; contains:oxalischarmed; contains:charmedwine,FALSE
460,PERENNIALS,Pachysedum Ganzhou,,/GreenAcres-Images/Perennials/Pachysedum_Ganzhou_2in_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Pachysedum_Ganzhou_2in_512x.jpg,35,pachysedum; ganzhou; pachysedumganzhou; contains:pachysedum; contains:ganzhou; contains:pachysedumganzhou,FALSE
461,PERENNIALS,Pachyveria Blue Pearl,,/GreenAcres-Images/Perennials/Succulents_Pachyveria_BluePearl_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Succulents_Pachyveria_BluePearl_512x.jpg,30,pachyveria; bluepearl; contains:pachyveria; contains:pachyveriablue; contains:bluepearl,FALSE
462,PERENNIALS,Panda Plant,,,FALSE,/GreenAcres-Images/Perennials/Abutilon_VictorPeter_512x.jpg,2,,FALSE
463,PERENNIALS,Pericallis Senetti,,/GreenAcres-Images/Perennials/Pericallis_SenettiMagicSalmon_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Pericallis_SenettiMagicSalmon_512x.jpg,22,pericallis; contains:pericallis; contains:senetti; contains:pericallissenetti,FALSE
464,PERENNIALS,Periwinkle Blue,,/GreenAcres-Images/Perennials/VincaMinor_Periwinkle_512x.jpg,TRUE,/GreenAcres-Images/Perennials/VincaMinor_Periwinkle_512x.jpg,14,periwinkle; contains:periwinkle,FALSE
465,PERENNIALS,Periwinkle Bowles Mauve,,/GreenAcres-Images/Perennials/VincaMinor_Periwinkle_512x.jpg,TRUE,/GreenAcres-Images/Perennials/VincaMinor_Periwinkle_512x.jpg,14,periwinkle; contains:periwinkle,FALSE
466,PERENNIALS,Periwinkle Sterling Silver,,/GreenAcres-Images/Perennials/VincaMinor_SterlingSilver_512x.jpg,TRUE,/GreenAcres-Images/Perennials/VincaMinor_SterlingSilver_512x.jpg,22,sterlingsilver; contains:sterling; contains:silver; contains:sterlingsilver,FALSE
467,PERENNIALS,Peruvian Lily,,,FALSE,/GreenAcres-Images/Perennials/Abutilon_VictorPeter_512x.jpg,2,,FALSE
468,PERENNIALS,Pincushion Flower,,/GreenAcres-Images/Shrubs/Manzanita_EmeraldCarpet_Flower_9e50a7ac-eb77-4e9c-809d-7450b1658bd6_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Abutilon_VictorPeter_512x.jpg,2,,FALSE
469,PERENNIALS,Pineapple Sage Golden Delicious,,/GreenAcres-Images/Perennials/PW_Sage_Pineapple_GoldenDelicious_512x.jpg,TRUE,/GreenAcres-Images/Perennials/PW_Sage_Pineapple_GoldenDelicious_512x.jpg,37,pineapple; sage; goldendelicious; contains:pineapple; contains:golden; contains:delicious; contains:goldendelicious,FALSE
470,PERENNIALS,Pink Crystal Grass,,/GreenAcres-Images/Perennials/Dahlia_XXL_Pink_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Melinis_RubyGrass_PinkCrystals_2_512x.jpg,10,contains:crystal; contains:pinkcrystal,FALSE
471,PERENNIALS,Pink Muhly Grass Plumetastic,,/GreenAcres-Images/Perennials/Muhlenbergia_PinkMuhlyGrass_Plumetastic_ElkGrove_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Muhlenbergia_PinkMuhlyGrass_Plumetastic_ElkGrove_512x.jpg,30,plumetastic; contains:plumetastic; contains:pinkmuhly; compact-prefix,FALSE
472,PERENNIALS,Pink Muhly Grass Plumetastic Monrovia,,/GreenAcres-Images/Perennials/Muhlenbergia_PinkMuhlyGrass_Plumetastic_ElkGrove_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Muhlenbergia_PinkMuhlyGrass_Plumetastic_ElkGrove_512x.jpg,30,plumetastic; contains:plumetastic; contains:pinkmuhly; compact-prefix,FALSE
473,PERENNIALS,Platts Black Brass Buttons,,/GreenAcres-Images/Perennials/Leptinella_BrassButtons_PlattsBlack_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Leptinella_BrassButtons_PlattsBlack_512x.jpg,38,plattsblack; brassbuttons; contains:platts; contains:buttons; contains:plattsblack; contains:brassbuttons; contains:buttonsplatts,FALSE
474,PERENNIALS,Poppy Flowered Anemone,,/GreenAcres-Images/Perennials/Anemone_PoppyFloweredAnemone_DsiplayTable_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Anemone_PoppyFloweredAnemone_DsiplayTable_512x.jpg,39,anemone; contains:flowered; contains:anemone; contains:poppyflowered; contains:floweredanemone; contains:anemonepoppy; compact-prefix,FALSE
475,PERENNIALS,Powwow White Coneflower,,/GreenAcres-Images/Perennials/Echinacea_PowWow_White_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Echinacea_PowWow_White_512x.jpg,28,powwow; white; powwowwhite; contains:powwow; contains:powwowwhite,FALSE
476,PERENNIALS,Powwow Wild Berry Coneflower,,/GreenAcres-Images/Perennials/Echinacea_PowWow_WildBerry_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Echinacea_PowWow_WildBerry_512x.jpg,27,powwow; wildberry; contains:powwow; contains:powwowwild; contains:wildberry,FALSE
477,PERENNIALS,Purple Heart,,/GreenAcres-Images/Perennials/TradescantiaPallida_PurpleHeart_v1_512x.jpg,TRUE,/GreenAcres-Images/Perennials/TradescantiaPallida_PurpleHeart_v1_512x.jpg,18,purpleheart; contains:purple; contains:purpleheart,FALSE
478,PERENNIALS,Rain Lily,,/GreenAcres-Images/Perennials/Zephyranthes_RainLily_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Zephyranthes_RainLily_512x.jpg,14,rainlily; contains:rainlily,FALSE
479,PERENNIALS,Red Echeveria,,/GreenAcres-Images/Perennials/Succulents_Echeveria_RedTip2_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Succulents_Echeveria_RedTip2_512x.jpg,18,echeveria; contains:echeveria; contains:echeveriared,FALSE
480,PERENNIALS,Red Fountain Grass,,/GreenAcres-Images/Annuals/Impatiens_Sunpatiens_Red_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Crocosmia_Red_512x.jpg,5,red,FALSE
481,PERENNIALS,Red Hot Poker Flamenco,,/GreenAcres-Images/Perennials/Crocosmia_Red_512x.jpg,TRUE,/GreenAcres-Images/Perennials/Kniphofia_RedHotPoker_512x.jpg,10,contains:redhot; contains:hotpoker,FALSE
